IsBadBuy,RefId
0.06512925997376443,73015
0.05078278109431267,73016
0.042935557663440704,73017
0.17483986616134645,73018
0.9697505474090576,73019
0.1328483447432518,73020
0.03478754796087742,73021
0.1784786969423294,73022
0.04084371365606785,73023
0.7532552719116211,73024
0.07338360249996186,73025
0.8968987107276917,73026
0.7864449620246887,73027
0.08383311778306961,73028
0.04787071868777275,73029
0.051119118183851245,73030
0.0989545851945877,73031
0.07374706417322159,73032
0.03380382694303989,73033
0.05290436446666717,73034
0.03982277549803257,73035
0.08523681461811065,73036
0.0822079360485077,73037
0.11075951308012008,73038
0.16946600377559662,73039
0.017528820037841796,73040
0.8023646712303162,73041
0.04131886288523674,73042
0.06534823402762413,73043
0.12896851897239686,73044
0.05808132439851761,73045
0.058787408471107486,73046
0.16727274656295776,73047
0.13143446743488313,73048
0.03905637077987194,73049
0.02044384367763996,73050
0.04817693457007408,73051
0.9658671259880066,73052
0.8570536255836487,73053
0.0367004044353962,73054
0.21562586426734925,73055
0.14781739711761474,73056
0.0724057324230671,73057
0.1618929386138916,73058
0.022159934043884277,73059
0.09682242572307587,73060
0.1077979251742363,73061
0.04367257058620453,73062
0.0787928968667984,73063
0.012465636059641839,73064
0.05534769669175148,73065
0.011737808398902417,73066
0.0676194354891777,73067
0.09589961171150208,73068
0.06484647393226624,73069
0.02120007053017616,73070
0.08514327257871628,73071
0.06662933975458145,73072
0.15755107998847961,73073
0.037527820095419884,73074
0.14889666438102722,73075
0.0919958159327507,73076
0.04388402104377746,73077
0.1038112610578537,73078
0.09012387245893479,73079
0.1055344894528389,73080
0.14211580157279968,73081
0.0518887996673584,73082
0.08046700358390808,73083
0.07659630179405212,73084
0.030044037103652953,73085
0.15413277447223664,73086
0.07435749769210816,73087
0.053417375683784483,73088
0.1194034531712532,73089
0.12395500540733337,73090
0.10461611300706863,73091
0.018119078874588013,73092
0.04531126320362091,73093
0.08610589057207108,73094
0.30957702696323397,73095
0.07753759324550628,73096
0.04506257027387619,73097
0.0321794506162405,73098
0.04042991250753403,73099
0.024535011500120163,73100
0.17516987174749374,73101
0.04103082865476608,73102
0.03784402050077915,73103
0.8468928933143616,73104
0.17945230901241302,73105
0.06174919381737709,73106
0.3225406765937805,73107
0.04955295547842979,73108
0.1209202066063881,73109
0.12896252125501634,73110
0.05140968859195709,73111
0.2268779069185257,73112
0.1076705887913704,73113
0.09284916073083878,73114
0.0351539570838213,73115
0.06491954848170281,73116
0.11241552233695984,73117
0.11232650727033615,73118
0.8776625514030456,73119
0.8895676732063293,73120
0.09197523891925811,73121
0.10263258665800094,73122
0.025425105914473535,73123
0.22474365532398224,73124
0.03264264538884163,73125
0.1863859236240387,73126
0.08025740385055542,73127
0.1506531983613968,73128
0.07272347658872605,73129
0.018046652898192406,73130
0.06777995601296424,73131
0.10215560495853424,73132
0.02021954543888569,73133
0.13557250797748566,73134
0.056797752529382704,73135
0.08269592672586441,73136
0.9184724569320679,73137
0.13737084716558456,73138
0.11435763090848923,73139
0.9587170600891113,73140
0.11610918641090393,73141
0.13694360554218293,73142
0.17991123497486114,73143
0.02634494602680206,73144
0.0889627680182457,73145
0.16375860571861267,73146
0.05794163271784782,73147
0.0553843654692173,73148
0.1137781485915184,73149
0.04830788224935532,73150
0.19541741609573365,73151
0.017027316987514494,73152
0.09158232659101487,73153
0.23810822367668152,73154
0.07145535498857498,73155
0.04311270043253899,73156
0.09090861976146698,73157
0.05433265045285225,73158
0.1261706307530403,73159
0.9046946406364441,73160
0.07416595965623855,73161
0.9532591938972473,73162
0.10732961148023605,73163
0.168140971660614,73164
0.14412010312080384,73165
0.0784523531794548,73166
0.05983398109674454,73167
0.02164738215506077,73168
0.26329692006111144,73169
0.034516618400812146,73170
0.08188908472657204,73171
0.2343632847070694,73172
0.05194179192185402,73173
0.025351059809327125,73174
0.11686141043901443,73175
0.0692693091928959,73176
0.08122076094150543,73177
0.060057377070188524,73178
0.033764291927218436,73179
0.05201904475688934,73180
0.2373228669166565,73181
0.04338652566075325,73182
0.15694729387760162,73183
0.051826192438602446,73184
0.16136587262153626,73185
0.08500672578811645,73186
0.13104746788740157,73187
0.07095844596624375,73188
0.08861953467130661,73189
0.1346750184893608,73190
0.9212555408477783,73191
0.9441512942314148,73192
0.051075734198093414,73193
0.17213231325149536,73194
0.07443972676992416,73195
0.045469540357589724,73196
0.8639013051986695,73197
0.03205608204007149,73198
0.06429278403520584,73199
0.11732412427663803,73200
0.2364767849445343,73201
0.9167041301727294,73202
0.10583308190107346,73203
0.058023522794246676,73204
0.14492689073085785,73205
0.06752012968063355,73206
